This list contains all games supported by FB Alpha.

8159 games supported in total; X = excluded from build; D = included in debug build only; NW = not working

  name		  status  full name						  parent	  year	  company	  hardware	  remarks
+---------------+-------+-------------------------------------------------------+---------------+-------+---------------+---------------+---------------------------------------+
| md_columns3j	|  	| Columns III - Taiketsu! Columns World (Jpn, Kor)	| md_columns3	| 1993	| Sega		| Sega Megadrive| 					|
| md_combat	|  	| Combat Aces (Prototype)				| 		| 199?	| <unknown>	| Sega Megadrive| 					|
| md_combatca	|  	| Combat Cars (Euro, USA)				| 		| 1994	| Accolade	| Sega Megadrive| 					|
| combh		|  	| Combat Hawk						| 		| 1987	| Sega / Sanrits| Miscellaneous	| 					|
| combatsc	|  	| Combat School (joystick)				| 		| 1988	| Konami	| GX611		| 					|
| toto		|  	| Come Back Toto					| 		| 1996	| SoftClub	| Kaneko Pandora| 					|
| pacmanpe	|  	| Come Come (Petaco SA bootleg of Puck Man)		| puckman	| 1980	| bootleg (Petac| Pac-man	| 					|
| mspacmanbhe	|  	| Come-Cocos (Ms. Pac-Man) ('Made in Greece' Herle SA bo| mspacman	| 1981	| bootleg (Herle| Pac-man	| 					|
| mspacmanbcc	|  	| Come-Cocos (Ms. Pac-Man) ('Made in Greece' Tecnausa bo| mspacman	| 1981	| bootleg (Tecna| Pac-man	| 					|
| md_comix	|  	| Comix Zone (Euro)					| 		| 1995	| Sega		| Sega Megadrive| 					|
| md_comixp	|  	| Comix Zone (Euro, Prototype, 19950628)		| md_comix	| 1995	| Sega		| Sega Megadrive| 					|
| md_comixup01	|  	| Comix Zone (Euro, Prototype, 19950712)		| md_comix	| 1995	| Sega		| Sega Megadrive| 					|
| md_comixj	|  	| Comix Zone (Jpn)					| md_comix	| 1995	| Sega		| Sega Megadrive| 					|
| md_comixkp	|  	| Comix Zone (Kor, Prototype, 19950609)			| md_comix	| 1995	| Sega		| Sega Megadrive| 					|
| md_comixup10	|  	| Comix Zone (Prototype, 19950526)			| md_comix	| 1995	| Sega		| Sega Megadrive| 					|
| md_comixup09	|  	| Comix Zone (Prototype, 19950530)			| md_comix	| 1995	| Sega		| Sega Megadrive| 					|
| md_comixsc	|  	| Comix Zone (Sega Channel, Prototype, 19950612)	| md_comix	| 1995	| Sega		| Sega Megadrive| 					|
| md_comixu	|  	| Comix Zone (USA)					| md_comix	| 1995	| Sega		| Sega Megadrive| 					|
| md_comixup	|  	| Comix Zone (USA, Prototype)				| md_comix	| 1995	| Sega		| Sega Megadrive| 					|
| md_comixup05	|  	| Comix Zone (USA, Prototype, 19950601)			| md_comix	| 1995	| Sega		| Sega Megadrive| 					|
| md_comixup08	|  	| Comix Zone (USA, Prototype, 19950601-B)		| md_comix	| 1995	| Sega		| Sega Megadrive| 					|
| md_comixup07	|  	| Comix Zone (USA, Prototype, 19950601-C)		| md_comix	| 1995	| Sega		| Sega Megadrive| 					|
| md_comixup06	|  	| Comix Zone (USA, Prototype, 19950601-D)		| md_comix	| 1995	| Sega		| Sega Megadrive| 					|
| md_comixup03	|  	| Comix Zone (USA, Prototype, 19950602)			| md_comix	| 1995	| Sega		| Sega Megadrive| 					|
| md_comixup04	|  	| Comix Zone (USA, Prototype, 19950602-B)		| md_comix	| 1995	| Sega		| Sega Megadrive| 					|
| md_comixup02	|  	| Comix Zone (USA, Prototype, 19950603)			| md_comix	| 1995	| Sega		| Sega Megadrive| 					|
| md_commconq	|  	| Command & Conquer (Prototype)				| 		| 199?	| <unknown>	| Sega Megadrive| 					|
| commandw	|  	| Command War - Super Special Battle & War Game (Ver 0.0| 		| 1992	| Taito Corporat| Taito F3 Syste| 					|
| commandob2	|  	| Commando (bootleg 2)					| commando	| 1985	| bootleg	| Miscellaneous	| 					|
| commandob	|  	| Commando (bootleg)					| commando	| 1985	| bootleg	| Miscellaneous	| 					|
| commsega	|  	| Commando (Sega)					| 		| 1983	| Sega		| Miscellaneous	| 					|
| commandou	|  	| Commando (US, set 1)					| commando	| 1985	| Capcom (Data E| Miscellaneous	| 					|
| commandou2	|  	| Commando (US, set 2)					| commando	| 1985	| Capcom (Data E| Miscellaneous	| 					|
| commando	|  	| Commando (World)					| 		| 1985	| Capcom	| Miscellaneous	| 					|
| md_commands	|  	| Commandos (Rus)					| 		| 199?	| <unknown>	| Sega Megadrive| 					|
| condorn	|  	| Condor (S C Novar bootleg of Phoenix)			| phoenix	| 1981	| bootleg (S C N| Miscellaneous	| 					|
| condor	|  	| Condor (Sidam bootleg of Phoenix)			| phoenix	| 1981	| bootleg (Sidam| Miscellaneous	| 					|
| md_congo	|  	| Congo (Prototype)					| 		| 199?	| <unknown>	| Sega Megadrive| 					|
| congo		|  	| Congo Bongo						| 		| 1983	| Sega		| Zaxxon	| 					|
| congoa	|  	| Congo Bongo (Rev C, 3 board stack)			| congo		| 1983	| Sega		| Zaxxon	| 					|
| conquer	| D NW	| Conquer						| 		| 1982	| unknown	| Galaxian	| Bad dump				|
| contcircj	|  	| Continental Circus (Japan)				| contcirc	| 1987	| Taito Corporat| Taito Z	| 3D Effect cannot be disabled, use Worl|
| contcircu	|  	| Continental Circus (US set 1)				| contcirc	| 1987	| Taito America | Taito Z	| 					|
| contcircua	|  	| Continental Circus (US set 2)				| contcirc	| 1987	| Taito America | Taito Z	| 3D Effect cannot be disabled, use US S|
| contcirc	|  	| Continental Circus (World)				| 		| 1987	| Taito Corporat| Taito Z	| 					|
| contrab	|  	| Contra (bootleg)					| contra	| 1987	| Konami	| GX633		| 					|
| contrabj	|  	| Contra (Japan bootleg, set 1)				| contra	| 1987	| Konami	| GX633		| 					|
| contrabj1	|  	| Contra (Japan bootleg, set 2)				| contra	| 1987	| Konami	| GX633		| 					|
| contraj	|  	| Contra (Japan, set 1)					| contra	| 1987	| Konami	| GX633		| 					|
| contraj1	|  	| Contra (Japan, set 2)					| contra	| 1987	| Konami	| GX633		| 					|
| pce_contranes	|  	| Contra (NES Mod Version 3.0)				| 		| 1988	| Konami	| PC Engine	| 					|
| contra	|  	| Contra (US / Asia, set 1)				| 		| 1987	| Konami	| GX633		| 					|
| contra1	|  	| Contra (US / Asia, set 2)				| contra	| 1987	| Konami	| GX633		| 					|
| contrae	|  	| Contra (US / Asia, set 3)				| contra	| 1987	| Konami	| GX633		| 					|
| md_contra	|  	| Contra - Hard Corps (USA, Kor)			| 		| 1994	| Konami	| Sega Megadrive| 					|
| md_contraj	|  	| Contra - The Hard Corps (Jpn)				| md_contra	| 1994	| Konami	| Sega Megadrive| 					|
| cookbib	|  	| Cookie & Bibi (set 1)					| 		| 1995	| SemiCom	| Miscellaneous	| 					|
| cookbiba	|  	| Cookie & Bibi (set 2)					| cookbib	| 1995	| SemiCom	| Miscellaneous	| 					|
| cookbib2	|  	| Cookie & Bibi 2 (set 1)				| 		| 1996	| SemiCom	| Kaneko Pandora| 					|
| cookbib2a	|  	| Cookie & Bibi 2 (set 2)				| cookbib2	| 1996	| SemiCom	| Kaneko Pandora| 					|
| cookbib3	|  	| Cookie & Bibi 3					| 		| 1997	| SemiCom	| Kaneko Pandora| 					|
| md_coolspot	|  	| Cool Spot (Euro)					| 		| 1994	| Virgin Games	| Sega Megadrive| 					|
| md_coolspotj	|  	| Cool Spot (Jpn, Kor)					| md_coolspot	| 1994	| Virgin Games	| Sega Megadrive| 					|
| md_coolspotu	|  	| Cool Spot (USA)					| md_coolspot	| 1994	| Virgin Games	| Sega Megadrive| 					|
| md_coolspotup	|  	| Cool Spot (USA, Prototype)				| md_coolspot	| 1994	| Virgin Games	| Sega Megadrive| 					|
| clbowl	|  	| Coors Light Bowling					| capbowl	| 1989	| Incredible Tec| Miscellaneous	| 					|
| cop01		|  	| Cop 01 (set 1)					| 		| 1985	| Nichibutsu	| Miscellaneous	| 					|
| cop01a	|  	| Cop 01 (set 2)					| cop01		| 1985	| Nichibutsu	| Miscellaneous	| 					|
| copsnrob	| D	| Cops'n Robbers					| 		| 1976	| Atari		| Miscellaneous	| No sound				|
| md_corporat	|  	| Corporation (Euro)					| 		| 1992	| Virgin Games	| Sega Megadrive| 					|
| pce_coryoon	|  	| Coryoon - Child of Dragon				| 		| 1991	| Naxat		| PC Engine	| 					|
| pce_coryoon1	|  	| Coryoon - Child of Dragon (Alt)			| pce_coryoon	| 1991	| Naxat		| PC Engine	| 					|
| cavenger	|  	| Cosmic Avenger					| 		| 1981	| Universal	| Miscellaneous	| 					|
| cosmccop	|  	| Cosmic Cop (World)					| 		| 1991	| Irem		| Irem M84	| 					|
| md_cosmic	|  	| Cosmic Spacehead (Euro, USA)				| 		| 1993	| Codemasters	| Sega Megadrive| 					|
| cosmogng	|  	| Cosmo Gang the Video (US)				| 		| 1991	| Namco		| System 2	| 					|
| galivan3	|  	| Cosmo Police Galivan (12/11/1985)			| galivan	| 1985	| Nichibutsu	| Miscellaneous	| 					|
| galivan2	|  	| Cosmo Police Galivan (12/16/1985)			| galivan	| 1985	| Nichibutsu	| Miscellaneous	| 					|
| galivan	|  	| Cosmo Police Galivan (12/26/1985)			| 		| 1985	| Nichibutsu	| Miscellaneous	| 					|
| cottong	|  	| Cotocoto Cottong					| locomotn	| 1982	| bootleg	| Miscellaneous	| 					|
| cottonjad	|  	| Cotton (set 1, Japan, Rev A, FD1094 317-0179a decrypte| cotton	| 1991	| Success / Sega| System 16B	| 					|
| cottonja	|  	| Cotton (set 1, Japan, Rev A, FD1094 317-0179a))	| cotton	| 1991	| Success / Sega| System 16B	| 					|
| cottonjd	|  	| Cotton (set 2, Japan, Rev B, FD1094 317-0179b decrypte| cotton	| 1991	| Success / Sega| System 16B	| 					|
| cottonj	|  	| Cotton (set 2, Japan, Rev B, FD1094 317-0179b))	| cotton	| 1991	| Success / Sega| System 16B	| 					|
| cottonud	|  	| Cotton (set 2, US, FD1094 317-0180 decrypted)		| cotton	| 1991	| Success / Sega| System 16B	| 					|
| cottonu	|  	| Cotton (set 2, US, FD1094 317-0180)			| cotton	| 1991	| Success / Sega| System 16B	| 					|
| cottond	|  	| Cotton (set 3, World, FD1094 317-0181a decrypted)	| cotton	| 1991	| Success / Sega| System 16B	| 					|
| cotton	|  	| Cotton (set 3, World, FD1094 317-0181a)		| 		| 1991	| Success / Sega| System 16B	| 					|
| countrunb	|  	| Counter Run (bootleg set 1)				| countrun	| 1988	| bootleg	| Miscellaneous	| 					|
| countrun	|   NW	| Counter Run (NS6201-A 1988.3)				| 		| 1988	| Nihon System (| Miscellaneous	| Please use countrunb instead!		|
| md_cstrike	|  	| Counter Strike (Rus)					| md_lethalen	| 199?	| Glorysun	| Sega Megadrive| 					|
| countryc	|   NW	| Country Club						| 		| 1988	| SNK		| Miscellaneous	| bad inputs, use fitegolf instead!	|
| md_crkdown1	|  	| Crack Down (Euro, Jpn)				| md_crkdown	| 1990	| Sega		| Sega Megadrive| 					|
| md_crkdown	|  	| Crack Down (Euro, Jpn, Rev. A)			| 		| 1990	| Sega		| Sega Megadrive| 					|
| md_crkdownu	|  	| Crack Down (USA)					| md_crkdown	| 1991	| Sage's Creatio| Sega Megadrive| 					|
| hocrash	|  	| Crash (bootleg of Head On)				| headon	| 1979	| bootleg (Frabe| Vic Dual	| No sound				|
| md_crash	|  	| Crash Bandicoot (Rus)					| md_zero	| 199?	| <unknown>	| Sega Megadrive| 					|
| tg_cratermz	|  	| Cratermaze						| 		| 1990	| NEC		| TurboGrafx 16	| 					|
| md_crayon	|  	| Crayon Shin-chan - Arashi o Yobu Enji (Jpn)		| 		| 1994	| Ma-Ba		| Sega Megadrive| 					|
| qcrayon2	|  	| Crayon Shinchan Orato Asobo (Japan)			| 		| 1993	| Taito Corporat| Taito F2	| 					|
| crbaloon	|  	| Crazy Balloon (set 1)					| 		| 1980	| Taito Corporat| Miscellaneous	| 					|
| crbaloon2	|  	| Crazy Balloon (set 2)					| crbaloon	| 1980	| Taito Corporat| Miscellaneous	| 					|
| crazyblk	|  	| Crazy Blocks						| mrjong	| 1983	| Kiwako (ECI li| Miscellaneous	| 					|
| cclimberj	|  	| Crazy Climber (Japan)					| cclimber	| 1980	| Nichibutsu	| Miscellaneous	| 					|
| cclimber	|  	| Crazy Climber (US set 1)				| 		| 1980	| Nichibutsu	| Miscellaneous	| 					|
| cclimbera	|  	| Crazy Climber (US set 2)				| cclimber	| 1980	| Nichibutsu	| Miscellaneous	| 					|
| cclimbr2	|  	| Crazy Climber 2 (Japan)				| 		| 1988	| Nichibutsu	| Miscellaneous	| 					|
| cclimbr2a	|  	| Crazy Climber 2 (Japan, Harder)			| cclimbr2	| 1988	| Nichibutsu	| Miscellaneous	| 					|
| crazycop	|  	| Crazy Cop (Japan)					| gbusters	| 1988	| Konami	| GX878		| 					|
| crazyfgt	|  	| Crazy Fight						| 		| 1996	| Subsino	| Seta		| 					|
| ckong		|   NW	| Crazy Kong						| 		| 1981	| Kyoei / Falcon| Miscellaneous	| 					|
| ckongg	|  	| Crazy Kong (bootleg on Galaxian hardware)		| ckong		| 1981	| bootleg	| Galaxian	| 					|
| ckongmc	|  	| Crazy Kong (bootleg on Moon Cresta hardware)		| ckong		| 1981	| bootleg	| Galaxian	| 					|
| ckongs	|  	| Crazy Kong (Scramble hardware)			| ckong		| 1981	| bootleg	| Galaxian	| 					|
| ckongpt2	| D NW	| Crazy Kong Part II (set 1)				| 		| 1981	| Falcon	| Miscellaneous	| 					|
| mooncrsl	|  	| Cresta Mundo (Laguna S.A. Spanish Moon Cresta bootleg)| mooncrst	| 1980	| bootleg (Lagun| Galaxian	| 					|
| crimecj	|  	| Crime City (Japan)					| crimec	| 1989	| Taito Corporat| Taito B System| 					|
| crimecu	|  	| Crime City (US)					| crimec	| 1989	| Taito America | Taito B System| 					|
| crimec	|  	| Crime City (World)					| 		| 1989	| Taito Corporat| Taito B System| 					|
| crimfghtj	|  	| Crime Fighters (Japan 2 Players)			| crimfght	| 1989	| Konami	| GX821		| 					|
| crimfghtu	|  	| Crime Fighters (US 4 Players)				| crimfght	| 1989	| Konami	| GX821		| 					|
| crimfght	|  	| Crime Fighters (World 2 players)			| 		| 1989	| Konami	| GX821		| 					|
| vendetta2pp	|  	| Crime Fighters 2 (Japan, 2 Players ver. P)		| vendetta	| 1991	| Konami	| GX081		| 					|
| vendettan	|  	| Crime Fighters 2 (Japan, 4 Players ver. N)		| vendetta	| 1991	| Konami	| GX081		| 					|
| crockman	|  	| Crock-Man (bootleg, Rene-Pierre)			| puckman	| 1980	| bootleg (Rene-| Pac-man	| 					|
| croquis	|  	| Croquis (Germany)					| logicpro	| 1996	| Deniam	| Deniam-16b Har| 					|
| crossbld	|  	| Cross Blades! (Japan)					| bmaster	| 1991	| Irem		| Irem M92	| 					|
| md_xfire	|  	| Cross Fire (USA)					| 		| 1991	| Kyugo Boueki	| Sega Megadrive| 					|
| crospang	|  	| Cross Pang						| 		| 1998	| F2 System	| Miscellaneous	| 					|
| pce_xwiber	|  	| Cross Wiber - Cyber Combat Police			| 		| 1990	| Face		| PC Engine	| 					|
| crsword	|  	| Crossed Swords (ALM-002)(ALH-002)			| 		| 1991	| Alpha Denshi C| Neo Geo MVS	| 					|
| crswd2bl	|  	| Crossed Swords 2 (bootleg CD to cartridge conversion)	| 		| 1991	| bootleg (Razoo| Neo Geo MVS	| 					|
| cphd		|  	| Crouching Poney Hidden Dragon (DEMO)			| 		| 2013	| Le Cortex	| Neo Geo	| 					|
| cthd2003	|  	| Crouching Tiger Hidden Dragon 2003 (set 1)		| kof2001	| 2003	| Phenixsoft	| Neo Geo MVS	| Hack of \"The King of Fighters 2001\"	|
| cthd2k3a	|  	| Crouching Tiger Hidden Dragon 2003 (set 2)		| kof2001	| 2003	| bootleg	| Neo Geo MVS	| 					|
| ct2k3sp	|  	| Crouching Tiger Hidden Dragon 2003 Super Plus		| kof2001	| 2003	| bootleg	| Neo Geo MVS	| 					|
| ct2k3sa	|  	| Crouching Tiger Hidden Dragon 2003 Super Plus alternat| kof2001	| 2003	| bootleg	| Neo Geo MVS	| 					|
| cbusterj	|  	| Crude Buster (Japan FR revision 1)			| cbuster	| 1990	| Data East Corp| DECO IC16	| 					|
| md_crudeb	|  	| Crude Buster (Jpn)					| md_twocrude	| 1992	| Data East	| Sega Megadrive| 					|
| cbusterw	|  	| Crude Buster (World FU version)			| cbuster	| 1990	| Data East Corp| DECO IC16	| 					|
| cbuster	|  	| Crude Buster (World FX version)			| 		| 1990	| Data East Corp| DECO IC16	| 					|
| md_crueball	|  	| Crue Ball (Euro, USA)					| 		| 1992	| Electronic Art| Sega Megadrive| 					|
| md_crueballj	|  	| Crue Ball (Jpn)					| md_crueball	| 1993	| Electronic Art| Sega Megadrive| 					|
| cruisin	|  	| Cruisin						| citycon	| 1985	| Jaleco (Kitkor| Miscellaneous	| 					|
| md_crusader	|  	| Crusader of Centy (USA)				| md_soleil	| 1994	| Atlus		| Sega Megadrive| 					|
| crushbl	|  	| Crush Roller (bootleg set 1)				| crush		| 1981	| Kural Samno El| Pac-man	| 					|
| crushbl2	|  	| Crush Roller (bootleg set 2)				| crush		| 1981	| bootleg	| Pac-man	| 					|
| crushbl3	|  	| Crush Roller (bootleg set 3)				| crush		| 1981	| bootleg	| Pac-man	| 					|
| crush4	|  	| Crush Roller (Kural - bootleg?)			| crush		| 1981	| Kural Electric| Pac-man	| 					|
| crush2	|  	| Crush Roller (Kural Esco - bootleg?)			| crush		| 1981	| Kural Esco Ele| Pac-man	| 					|
| crush		|  	| Crush Roller (Kural Samno)				| 		| 1981	| Kural Samno El| Pac-man	| 					|
| crush5	|  	| Crush Roller (Kural TWT)				| crush		| 1981	| Kural TWT	| Pac-man	| 					|
| crushs	|  	| Crush Roller (Sidam bootleg)				| crush		| 19??	| [Kural] (Sidam| Pac-man	| 					|
| crusherm	|  	| Crusher Makochan (Japan)				| 		| 1999	| Takumi	| Miscellaneous	| 					|
| md_crying	|  	| Crying - Aseimei Sensou (Jpn)				| md_biohazrb	| 1992	| Sega		| Sega Megadrive| 					|
| md_crystlpt	|  	| Crystal's Pony Tale (USA)				| 		| 1994	| Sega		| Sega Megadrive| 					|
| md_crystlptp15|  	| Crystal's Pony Tale (USA, Prototype, 19940511)	| md_crystlpt	| 1994	| Sega		| Sega Megadrive| 					|
| md_crystlptp14|  	| Crystal's Pony Tale (USA, Prototype, 19940519)	| md_crystlpt	| 1994	| Sega		| Sega Megadrive| 					|
| md_crystlptp13|  	| Crystal's Pony Tale (USA, Prototype, 19940526)	| md_crystlpt	| 1994	| Sega		| Sega Megadrive| 					|
| md_crystlptp12|  	| Crystal's Pony Tale (USA, Prototype, 19940601)	| md_crystlpt	| 1994	| Sega		| Sega Megadrive| 					|
| md_crystlptp11|  	| Crystal's Pony Tale (USA, Prototype, 19940606)	| md_crystlpt	| 1994	| Sega		| Sega Megadrive| 					|
| md_crystlptp10|  	| Crystal's Pony Tale (USA, Prototype, 19940610)	| md_crystlpt	| 1994	| Sega		| Sega Megadrive| 					|
| md_crystlptp09|  	| Crystal's Pony Tale (USA, Prototype, 19940623)	| md_crystlpt	| 1994	| Sega		| Sega Megadrive| 					|
| md_crystlptp08|  	| Crystal's Pony Tale (USA, Prototype, 19940628)	| md_crystlpt	| 1994	| Sega		| Sega Megadrive| 					|
| md_crystlptp07|  	| Crystal's Pony Tale (USA, Prototype, 19940630)	| md_crystlpt	| 1994	| Sega		| Sega Megadrive| 					|
| md_crystlptp06|  	| Crystal's Pony Tale (USA, Prototype, 19940701)	| md_crystlpt	| 1994	| Sega		| Sega Megadrive| 					|
| md_crystlptp05|  	| Crystal's Pony Tale (USA, Prototype, 19940702)	| md_crystlpt	| 1994	| Sega		| Sega Megadrive| 					|
| md_crystlptp04|  	| Crystal's Pony Tale (USA, Prototype, 19940703)	| md_crystlpt	| 1994	| Sega		| Sega Megadrive| 					|
| md_crystlptp02|  	| Crystal's Pony Tale (USA, Prototype, 19940712)	| md_crystlpt	| 1994	| Sega		| Sega Megadrive| 					|
| md_crystlptp03|  	| Crystal's Pony Tale (USA, Prototype, 19940712-B)	| md_crystlpt	| 1994	| Sega		| Sega Megadrive| 					|
| md_crystlptp01|  	| Crystal's Pony Tale (USA, Prototype, 19940713)	| md_crystlpt	| 1994	| Sega		| Sega Megadrive| 					|
| cubybop	|  	| Cuby Bop (location test)				| 		| 199?	| Hot-B Co., Ltd| Taito L System| 					|
| cuebrickj	|  	| Cue Brick (Japan)					| cuebrick	| 1989	| Konami	| GX903		| 					|
| cuebrick	|  	| Cue Brick (World, version D)				| 		| 1989	| Konami	| GX903		| 					|
| md_curse	|  	| Curse (Jpn)						| 		| 1989	| Micronet	| Sega Megadrive| 					|
| cutefght	|  	| Cute Fighter						| 		| 1998	| SemiCom	| Miscellaneous	| 					|
| cutieq	|  	| Cutie Q						| 		| 1979	| Namco		| Miscellaneous	| 					|
| md_cutiesuz	|  	| Cutie Suzuki no Ringside Angel (Jpn)			| 		| 1990	| Asmik Ace	| Sega Megadrive| 					|
| md_cutthr	|  	| CutThroat Island (Euro, USA)				| 		| 1995	| Acclaim Entert| Sega Megadrive| 					|
| md_cutthrp	|  	| CutThroat Island (Prototye)				| md_cutthr	| 1995	| Acclaim Entert| Sega Megadrive| 					|
| cybattlr	|  	| Cybattler						| 		| 1993	| Jaleco	| Mega System 1	| 					|
| pce_cybrcore	|  	| Cyber Core						| 		| 1990	| IGS		| PC Engine	| 					|
| tg_cybrcore	|  	| Cyber Core						| 		| 1990	| NEC		| TurboGrafx 16	| 					|
| pce_cyberdod	|  	| Cyber Dodge						| 		| 1992	| Tonkin House	| PC Engine	| 					|
| pce_cyknight	|  	| Cyber Knight						| 		| 1990	| Tonkin House	| PC Engine	| 					|
| md_eswatj	|  	| Cyber Police ESWAT (Jpn, Rev. 0)			| md_eswat	| 1990	| Sega		| Sega Megadrive| 					|
| cybertnk	|  	| Cyber Tank (v1.4)					| 		| 1988	| Coreland	| Miscellaneous	| 					|
| md_cybercop	|  	| Cyber-Cop (USA)					| md_corporat	| 1992	| Virgin Games	| Sega Megadrive| 					|
| cyberlip	|  	| Cyber-Lip (NGM-010)					| 		| 1990	| SNK		| Neo Geo MVS	| 					|
| md_cyberbal	|  	| CyberBall (World)					| 		| 1990	| Sega		| Sega Megadrive| 					|
| cybotsj	|  	| Cyberbots - fullmetal madness (950420 Japan)		| cybots	| 1995	| Capcom	| CPS2		| 					|
| cybots	|  	| Cyberbots - fullmetal madness (950424 Euro)		| 		| 1995	| Capcom	| CPS2		| 					|
| cybotsud	|  	| Cyberbots - fullmetal madness (950424 USA Phoenix Edit| cybots	| 1995	| bootleg	| CPS2		| 					|
| cybotsu	|  	| Cyberbots - fullmetal madness (950424 USA)		| cybots	| 1995	| Capcom	| CPS2		| 					|
| cybotsjd	|  	| Cyberbots - fullmetal madness (Japan 950424) (decrypte| cybots	| 1995	| bootleg	| CPS2		| 					|
| md_cyborgj	|  	| Cyborg Justice (Euro, USA)				| 		| 1993	| Sega		| Sega Megadrive| 					|
| md_cyborgjp	|  	| Cyborg Justice (Prototype)				| md_cyborgj	| 1993	| Sega		| Sega Megadrive| 					|
| cyvernj	|  	| Cyvern (Japan)					| cyvern	| 1998	| Kaneko	| Super Kaneko N| 					|
| cyvern	|  	| Cyvern (US)						| 		| 1998	| Kaneko	| Super Kaneko N| 					|
| dcon		|  	| D-Con							| 		| 1992	| Success	| Miscellaneous	| 					|
| ddcrew1d	|  	| D. D. Crew (set 1, World, 4 Players, FD1094 317-? decr| ddcrew	| 1991	| Sega		| System 18	| 					|
| ddcrew1	|  	| D. D. Crew (set 1, World, 4 Players, FD1094 317-?)	| ddcrew	| 1991	| Sega		| System 18	| 					|
| ddcrew2d	|  	| D. D. Crew (set 2, World, 2 Players, FD1094 317-0184 d| ddcrew	| 1991	| Sega		| System 18	| 					|
| ddcrew2	|  	| D. D. Crew (set 2, World, 2 Players, FD1094 317-0184)	| ddcrew	| 1991	| Sega		| System 18	| 					|
| ddcrewud	|  	| D. D. Crew (set 3, US, 4 Players, FD1094 317-0186 decr| ddcrew	| 1991	| Sega		| System 18	| 					|
| ddcrewu	|  	| D. D. Crew (set 3, US, 4 Players, FD1094 317-0186)	| ddcrew	| 1991	| Sega		| System 18	| 					|
| ddcrewd	|  	| D. D. Crew (set 4, World, 3 Players, FD1094 317-0190 d| ddcrew	| 1991	| Sega		| System 18	| 					|
| ddcrew	|  	| D. D. Crew (set 4, World, 3 Players, FD1094 317-0190)	| 		| 1991	| Sega		| System 18	| 					|
| ddcrewjd	|  	| D. D. Crew (set 5, Japan, 4 Players, FD1094 317-0185 d| ddcrew	| 1991	| Sega		| System 18	| 					|
| ddcrewj	|  	| D. D. Crew (set 5, Japan, 4 Players, FD1094 317-0185)	| ddcrew	| 1991	| Sega		| System 18	| 					|
| ddcrewj2d	|  	| D. D. Crew (set 6, Japan, 2 Players, FD1094 317-0182 d| ddcrew	| 1991	| Sega		| System 18	| 					|
| ddcrewj2	|  	| D. D. Crew (set 6, Japan, 2 Players, FD1094 317-0182)	| ddcrew	| 1991	| Sega		| System 18	| 					|
| dacholer	|  	| Dacholer						| 		| 1983	| Nichibutsu	| Miscellaneous	| 					|
| md_daffy	|  	| Daffy Duck in Hollywood (Euro)			| 		| 1994	| Sega		| Sega Megadrive| 					|
| md_daffyp	|  	| Daffy Duck in Hollywood (Euro, Prototype)		| md_daffy	| 1994	| Sega		| Sega Megadrive| 					|
| md_dahnamk	|  	| Dahna (Kor)						| md_dahnam	| 199?	| <unknown>	| Sega Megadrive| 					|
| md_dahnagb	|  	| Dahna - Goddess' Birth (Hack, English)		| md_dahnam	| 1991	| IGS		| Sega Megadrive| 					|
| md_dahnam	|  	| Dahna Megami Tanjou (Jpn)				| 		| 1991	| IGS		| Sega Megadrive| 					|
| daimakaib	|  	| Dai Makai-Mura (bootleg, Japan)			| ghouls	| 1988	| Capcom	| CPS1		| 					|
| daimakair	|  	| Dai Makai-Mura (Japan Resale Ver.)			| ghouls	| 1988	| Capcom	| CPS1		| 					|
| daimakai	|  	| Dai Makai-Mura (Japan)				| ghouls	| 1988	| Capcom	| CPS1		| 					|
| sgx_daimakai	|  	| Dai Makaimura						| 		| 1990	| NEC Avenue	| SuperGrafx	| 					|
| sgx_daimakai1	|  	| Dai Makaimura (Alt)					| sgx_daimakai	| 1990	| NEC Avenue	| SuperGrafx	| 					|
| sgx_daimakaid	|  	| Dai Makaimura (Chris Covell's Debug Menu Hack)	| sgx_daimakai	| 1990	| NEC Avenue	| SuperGrafx	| 					|
| md_daimakai	|  	| Dai Makaimura (Jpn)					| md_ghouls	| 1989	| Sega		| Sega Megadrive| 					|
| dairesya	|  	| Dai Ressya Goutou (Japan)				| ironhors	| 1986	| Konami (Kawaku| GX560		| 					|
| pce_daisenpu	|  	| Dai Senpu						| 		| 1990	| NEC Avenue	| PC Engine	| 					|
| pce_donaturl	|  	| Daichi Kun Crisis - Do Natural			| 		| 1989	| Salio		| PC Engine	| 					|
| md_daikokai	|  	| Daikoukai Jidai (Jpn)					| md_unchartd	| 1992	| Koei		| Sega Megadrive| 					|
| md_daikok2	|  	| Daikoukai Jidai II (Jpn)				| md_newhoriz	| 1994	| Koei		| Sega Megadrive| 					|
| dkgensanm72	|  	| Daiku no Gensan (Japan, M72)				| hharry	| 1990	| Irem		| Irem M72	| 					|
| dkgensan	|  	| Daiku no Gensan (Japan, M82)				| hharry	| 1990	| Irem		| Irem M82	| 					|
| daioh		|  	| Daioh							| 		| 1993	| Athena	| Seta		| 					|
| daiohc	|  	| Daioh (93111A PCB conversion)				| daioh		| 1993	| Athena	| Seta		| 					|
| daioha	|  	| Daioh (earlier)					| daioh		| 1993	| Athena	| Seta		| 					|
| daiohp	|  	| Daioh (prototype)					| daioh		| 1993	| Athena	| Seta		| 					|
